Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage (kWh),ELECTRICITY NEEDED,EXCESS SOLAR,BATTERY LEVELS,ELECTRICITY PROVIDE BY BAT,ELECTRICT BILL LESS BAT
5,23 05 2020 05:00,0.9030000 ,0.1860000 ,0.0000000 ,0.717,7.091906,0.0000000 ,0.0000000 
6,23 05 2020 06:00,3.1020000 ,0.5460000 ,0.0000000 ,2.556,9.647906,0.0000000 ,0.0000000 
7,23 05 2020 07:00,4.4250000 ,0.0000000 ,0.0000000 ,4.425,12.5,0.0000000 ,0.0000000 
8,23 05 2020 08:00,4.7220000 ,0.1140000 ,0.0000000 ,4.608,12.5,0.0000000 ,0.0000000 
9,23 05 2020 09:00,7.1550000 ,0.0000000 ,0.0000000 ,7.155,12.5,0.0000000 ,0.0000000 
10,23 05 2020 10:00,7.6350000 ,0.1470000 ,0.0000000 ,7.488,12.5,0.0000000 ,0.0000000 
11,23 05 2020 11:00,3.3630000 ,0.0840000 ,0.0000000 ,3.279,12.5,0.0000000 ,0.0000000 
12,23 05 2020 12:00,2.8770000 ,3.4920000 ,0.6150000 ,0,11.885,0.6150000 ,0.0000000 
13,23 05 2020 13:00,2.2800000 ,0.3780000 ,0.0000000 ,1.902,12.5,0.0000000 ,0.0000000 
14,23 05 2020 14:00,1.9800000 ,0.4530000 ,0.0000000 ,1.527,12.5,0.0000000 ,0.0000000 
15,23 05 2020 15:00,3.5250000 ,0.0840000 ,0.0000000 ,3.441,12.5,0.0000000 ,0.0000000 
16,23 05 2020 16:00,1.3950000 ,5.3520000 ,3.9570000 ,0,8.543,3.9570000 ,0.0000000 
17,23 05 2020 17:00,0.4800000 ,1.5150000 ,1.0350000 ,0,7.508,1.0350000 ,0.0000000 
18,23 05 2020 18:00,0.2340000 ,2.3958000 ,2.1618000 ,0,5.3462,2.1618000 ,0.0000000 
19,23 05 2020 19:00,0.0420000 ,1.3728000 ,1.3308000 ,0,4.0154,1.3308000 ,0.0000000 
20,23 05 2020 20:00,0.0000000 ,1.7754000 ,1.7754000 ,0,2.24,1.7754000 ,0.0000000 
21,23 05 2020 21:00,0.0000000 ,1.3320000 ,1.3320000 ,0,0.908,1.3320000 ,0.0000000 
22,23 05 2020 22:00,0.0090000 ,0.6720000 ,0.6630000 ,0,0.245,0.6630000 ,0.0000000 
23,23 05 2020 23:00,0.0000000 ,0.2359764 ,0.2359764 ,0,0.0090236,0.2359764 ,0.0000000 
0,24 05 2020 00:00,0.0000000 ,0.2999700 ,0.2999700 ,0,0,0.0090236 ,0.2909464 
1,24 05 2020 01:00,0.0000000 ,0.1899810 ,0.1899810 ,0,0,0.0000000 ,0.1899810 
2,24 05 2020 02:00,0.0000000 ,0.1119888 ,0.1119888 ,0,0,0.0000000 ,0.1119888 
3,24 05 2020 03:00,0.0000000 ,0.5550000 ,0.5550000 ,0,0,0.0000000 ,0.5550000 
4,24 05 2020 04:00,0.3510000 ,0.2370000 ,0.0000000 ,0.114,0.114,0.0000000 ,0.0000000 
5,24 05 2020 05:00,1.7010000 ,0.9990000 ,0.0000000 ,0.702,0.816,0.0000000 ,0.0000000 
6,24 05 2020 06:00,3.4860000 ,0.4230000 ,0.0000000 ,3.063,3.879,0.0000000 ,0.0000000 
7,24 05 2020 07:00,4.9020000 ,0.7740000 ,0.0000000 ,4.128,8.007,0.0000000 ,0.0000000 
8,24 05 2020 08:00,6.6150000 ,0.3690000 ,0.0000000 ,6.246,12.5,0.0000000 ,0.0000000 
9,24 05 2020 09:00,7.3830000 ,0.0000000 ,0.0000000 ,7.383,12.5,0.0000000 ,0.0000000 
10,24 05 2020 10:00,8.7930000 ,0.1680000 ,0.0000000 ,8.625,12.5,0.0000000 ,0.0000000 
11,24 05 2020 11:00,8.1630000 ,0.1590000 ,0.0000000 ,8.004,12.5,0.0000000 ,0.0000000 
12,24 05 2020 12:00,2.7660000 ,0.2280000 ,0.0000000 ,2.538,12.5,0.0000000 ,0.0000000 
13,24 05 2020 13:00,4.4670000 ,0.0000000 ,0.0000000 ,4.467,12.5,0.0000000 ,0.0000000 
14,24 05 2020 14:00,5.7120000 ,0.3030000 ,0.0000000 ,5.409,12.5,0.0000000 ,0.0000000 
15,24 05 2020 15:00,2.7060000 ,0.3330000 ,0.0000000 ,2.373,12.5,0.0000000 ,0.0000000 
16,24 05 2020 16:00,1.0410000 ,1.7190000 ,0.6780000 ,0,11.822,0.6780000 ,-0.0000000 
17,24 05 2020 17:00,0.5970000 ,7.2450000 ,6.6480000 ,0,5.174,6.6480000 ,0.0000000 
18,24 05 2020 18:00,0.2640000 ,1.1748000 ,0.9108000 ,0,4.2632,0.9108000 ,0.0000000 
19,24 05 2020 19:00,0.0750000 ,0.4818000 ,0.4068000 ,0,3.8564,0.4068000 ,0.0000000 
20,24 05 2020 20:00,0.0060000 ,0.6732000 ,0.6672000 ,0,3.1892,0.6672000 ,0.0000000 
21,24 05 2020 21:00,0.0000000 ,1.8330000 ,1.8330000 ,0,1.3562,1.8330000 ,0.0000000 
22,24 05 2020 22:00,0.0120000 ,25.6110000 ,25.5990000 ,0,0,1.3562000 ,24.2428000 
23,24 05 2020 23:00,0.0000000 ,0.7979202 ,0.7979202 ,0,0,0.0000000 ,0.7979202 
0,25 05 2020 00:00,0.0000000 ,1.0718928 ,1.0718928 ,0,0,0.0000000 ,1.0718928 
1,25 05 2020 01:00,0.0000000 ,0.8459154 ,0.8459154 ,0,0,0.0000000 ,0.8459154 
2,25 05 2020 02:00,0.0000000 ,0.1059894 ,0.1059894 ,0,0,0.0000000 ,0.1059894 
3,25 05 2020 03:00,0.0000000 ,0.3030000 ,0.3030000 ,0,0,0.0000000 ,0.3030000 
4,25 05 2020 04:00,0.3720000 ,0.4860000 ,0.1140000 ,0,0,0.0000000 ,0.1140000 
5,25 05 2020 05:00,0.8730000 ,0.5580000 ,0.0000000 ,0.315,0.315,0.0000000 ,0.0000000 
6,25 05 2020 06:00,3.1110000 ,0.4920000 ,0.0000000 ,2.619,2.934,0.0000000 ,0.0000000 
7,25 05 2020 07:00,5.2530000 ,0.1680000 ,0.0000000 ,5.085,8.019,0.0000000 ,0.0000000 
8,25 05 2020 08:00,6.6510000 ,0.0000000 ,0.0000000 ,6.651,12.5,0.0000000 ,0.0000000 
9,25 05 2020 09:00,7.5480000 ,0.0000000 ,0.0000000 ,7.548,12.5,0.0000000 ,0.0000000 
10,25 05 2020 10:00,8.3850000 ,0.0840000 ,0.0000000 ,8.301,12.5,0.0000000 ,0.0000000 
11,25 05 2020 11:00,8.5770000 ,0.0000000 ,0.0000000 ,8.577,12.5,0.0000000 ,0.0000000 
12,25 05 2020 12:00,7.7910000 ,0.0000000 ,0.0000000 ,7.791,12.5,0.0000000 ,0.0000000 
13,25 05 2020 13:00,6.7530000 ,0.7650000 ,0.0000000 ,5.988,12.5,0.0000000 ,0.0000000 
14,25 05 2020 14:00,5.0520000 ,0.6510000 ,0.0000000 ,4.401,12.5,0.0000000 ,0.0000000 
15,25 05 2020 15:00,2.9790000 ,0.6270000 ,0.0000000 ,2.352,12.5,0.0000000 ,0.0000000 
16,25 05 2020 16:00,0.8280000 ,0.6180000 ,0.0000000 ,0.21,12.5,0.0000000 ,0.0000000 
17,25 05 2020 17:00,0.3420000 ,9.6360000 ,9.2940000 ,0,3.206,9.2940000 ,0.0000000 
18,25 05 2020 18:00,0.1800000 ,2.0790000 ,1.8990000 ,0,1.307,1.8990000 ,0.0000000 
19,25 05 2020 19:00,0.0600000 ,1.2606000 ,1.2006000 ,0,0.1064,1.2006000 ,0.0000000 
20,25 05 2020 20:00,0.0090000 ,2.7786000 ,2.7696000 ,0,0,0.1064000 ,2.6632000 
21,25 05 2020 21:00,0.0060000 ,1.8480000 ,1.8420000 ,0,0,0.0000000 ,1.8420000 
22,25 05 2020 22:00,0.0000000 ,3.7140000 ,3.7140000 ,0,0,0.0000000 ,3.7140000 
23,25 05 2020 23:00,0.0000000 ,0.9399060 ,0.9399060 ,0,0,0.0000000 ,0.9399060 
0,26 05 2020 00:00,0.0000000 ,0.3699630 ,0.3699630 ,0,0,0.0000000 ,0.3699630 
1,26 05 2020 01:00,0.0000000 ,0.2679732 ,0.2679732 ,0,0,0.0000000 ,0.2679732 
2,26 05 2020 02:00,0.0000000 ,0.1859814 ,0.1859814 ,0,0,0.0000000 ,0.1859814 
3,26 05 2020 03:00,0.0000000 ,0.2010000 ,0.2010000 ,0,0,0.0000000 ,0.2010000 
4,26 05 2020 04:00,0.4230000 ,0.2970000 ,0.0000000 ,0.126,0.126,0.0000000 ,0.0000000 
5,26 05 2020 05:00,1.0980000 ,9.0420000 ,7.9440000 ,0,0,0.1260000 ,7.8180000 
6,26 05 2020 06:00,3.5550000 ,0.5730000 ,0.0000000 ,2.982,2.982,0.0000000 ,0.0000000 
7,26 05 2020 07:00,5.3460000 ,0.3330000 ,0.0000000 ,5.013,7.995,0.0000000 ,0.0000000 
8,26 05 2020 08:00,6.8670000 ,0.0900000 ,0.0000000 ,6.777,12.5,0.0000000 ,0.0000000 
9,26 05 2020 09:00,7.7760000 ,0.0000000 ,0.0000000 ,7.776,12.5,0.0000000 ,0.0000000 
10,26 05 2020 10:00,8.3400000 ,0.2550000 ,0.0000000 ,8.085,12.5,0.0000000 ,0.0000000 
11,26 05 2020 11:00,8.5800000 ,0.1140000 ,0.0000000 ,8.466,12.5,0.0000000 ,0.0000000 
12,26 05 2020 12:00,7.9170000 ,0.5010000 ,0.0000000 ,7.416,12.5,0.0000000 ,0.0000000 
13,26 05 2020 13:00,6.7170000 ,0.4620000 ,0.0000000 ,6.255,12.5,0.0000000 ,0.0000000 
14,26 05 2020 14:00,5.1240000 ,0.4620000 ,0.0000000 ,4.662,12.5,0.0000000 ,0.0000000 
15,26 05 2020 15:00,2.9910000 ,5.6100000 ,2.6190000 ,0,9.881,2.6190000 ,0.0000000 
16,26 05 2020 16:00,0.9120000 ,1.2330000 ,0.3210000 ,0,9.56,0.3210000 ,0.0000000 
17,26 05 2020 17:00,0.3870000 ,6.0900000 ,5.7030000 ,0,3.857,5.7030000 ,0.0000000 
18,26 05 2020 18:00,0.2370000 ,1.6302000 ,1.3932000 ,0,2.4638,1.3932000 ,0.0000000 
19,26 05 2020 19:00,0.0450000 ,1.2210000 ,1.1760000 ,0,1.2878,1.1760000 ,0.0000000 
20,26 05 2020 20:00,0.0030000 ,2.3100000 ,2.3070000 ,0,0,1.2878000 ,1.0192000 
21,26 05 2020 21:00,0.0210000 ,1.2780000 ,1.2570000 ,0,0,0.0000000 ,1.2570000 
22,26 05 2020 22:00,0.0240000 ,1.6740000 ,1.6500000 ,0,0,0.0000000 ,1.6500000 
23,26 05 2020 23:00,0.0000000 ,1.1118888 ,1.1118888 ,0,0,0.0000000 ,1.1118888 
0,27 05 2020 00:00,0.0000000 ,0.3779622 ,0.3779622 ,0,0,0.0000000 ,0.3779622 
1,27 05 2020 01:00,0.0000000 ,0.3099690 ,0.3099690 ,0,0,0.0000000 ,0.3099690 
2,27 05 2020 02:00,0.0000000 ,0.1959804 ,0.1959804 ,0,0,0.0000000 ,0.1959804 
3,27 05 2020 03:00,0.0000000 ,0.1620000 ,0.1620000 ,0,0,0.0000000 ,0.1620000 
4,27 05 2020 04:00,0.4290000 ,0.3450000 ,0.0000000 ,0.084,0.084,0.0000000 ,0.0000000 
5,27 05 2020 05:00,1.6140000 ,0.1680000 ,0.0000000 ,1.446,1.53,0.0000000 ,0.0000000 
6,27 05 2020 06:00,3.5190000 ,6.1500000 ,2.6310000 ,0,0,1.5300000 ,1.1010000 
7,27 05 2020 07:00,5.3520000 ,0.3570000 ,0.0000000 ,4.995,4.995,0.0000000 ,0.0000000 
8,27 05 2020 08:00,6.7680000 ,0.3030000 ,0.0000000 ,6.465,11.46,0.0000000 ,0.0000000 
9,27 05 2020 09:00,0.1170000 ,0.8400000 ,0.7230000 ,0,10.737,0.7230000 ,0.0000000 
10,27 05 2020 10:00,2.2290000 ,0.6990000 ,0.0000000 ,1.53,12.267,0.0000000 ,0.0000000 
11,27 05 2020 11:00,8.6670000 ,0.2550000 ,0.0000000 ,8.412,12.5,0.0000000 ,0.0000000 
12,27 05 2020 12:00,7.9020000 ,0.0000000 ,0.0000000 ,7.902,12.5,0.0000000 ,0.0000000 
13,27 05 2020 13:00,6.8340000 ,0.4200000 ,0.0000000 ,6.414,12.5,0.0000000 ,0.0000000 
14,27 05 2020 14:00,5.1480000 ,0.1950000 ,0.0000000 ,4.953,12.5,0.0000000 ,0.0000000 
15,27 05 2020 15:00,3.0720000 ,4.0770000 ,1.0050000 ,0,11.495,1.0050000 ,0.0000000 
16,27 05 2020 16:00,0.9000000 ,2.5590000 ,1.6590000 ,0,9.836,1.6590000 ,0.0000000 
17,27 05 2020 17:00,1.0350000 ,0.5250000 ,0.0000000 ,0.51,10.346,0.0000000 ,0.0000000 
18,27 05 2020 18:00,0.4890000 ,1.5114000 ,1.0224000 ,0,9.3236,1.0224000 ,0.0000000 
19,27 05 2020 19:00,0.0270000 ,1.9008000 ,1.8738000 ,0,7.4498,1.8738000 ,0.0000000 
20,27 05 2020 20:00,0.0210000 ,3.1218000 ,3.1008000 ,0,4.349,3.1008000 ,0.0000000 
21,27 05 2020 21:00,0.0000000 ,1.6980000 ,1.6980000 ,0,2.651,1.6980000 ,0.0000000 
22,27 05 2020 22:00,0.0000000 ,1.2510000 ,1.2510000 ,0,1.4,1.2510000 ,0.0000000 
23,27 05 2020 23:00,0.0000000 ,0.5139486 ,0.5139486 ,0,0.8860514,0.5139486 ,0.0000000 
0,28 05 2020 00:00,0.0000000 ,0.3419658 ,0.3419658 ,0,0.5440856,0.3419658 ,0.0000000 
1,28 05 2020 01:00,0.0000000 ,0.1039896 ,0.1039896 ,0,0.440096,0.1039896 ,0.0000000 
2,28 05 2020 02:00,0.0000000 ,0.2639736 ,0.2639736 ,0,0.1761224,0.2639736 ,0.0000000 
3,28 05 2020 03:00,0.0000000 ,0.2850000 ,0.2850000 ,0,0,0.1761224 ,0.1088776 
4,28 05 2020 04:00,0.4200000 ,0.1950000 ,0.0000000 ,0.225,0.225,0.0000000 ,0.0000000 
5,28 05 2020 05:00,1.7460000 ,5.6310000 ,3.8850000 ,0,0,0.2250000 ,3.6600000 
6,28 05 2020 06:00,3.8100000 ,0.8730000 ,0.0000000 ,2.937,2.937,0.0000000 ,0.0000000 
7,28 05 2020 07:00,5.5710000 ,0.2100000 ,0.0000000 ,5.361,8.298,0.0000000 ,0.0000000 
8,28 05 2020 08:00,6.3120000 ,0.1020000 ,0.0000000 ,6.21,12.5,0.0000000 ,0.0000000 
9,28 05 2020 09:00,7.4700000 ,0.0930000 ,0.0000000 ,7.377,12.5,0.0000000 ,0.0000000 
10,28 05 2020 10:00,6.5490000 ,25.0350000 ,18.4860000 ,0,0,12.5000000 ,5.9860000 
11,28 05 2020 11:00,6.0900000 ,0.7500000 ,0.0000000 ,5.34,5.34,0.0000000 ,0.0000000 
12,28 05 2020 12:00,3.8460000 ,1.0890000 ,0.0000000 ,2.757,8.097,0.0000000 ,0.0000000 
13,28 05 2020 13:00,2.7990000 ,0.9480000 ,0.0000000 ,1.851,9.948,0.0000000 ,0.0000000 
14,28 05 2020 14:00,4.3830000 ,0.4290000 ,0.0000000 ,3.954,12.5,0.0000000 ,0.0000000 
15,28 05 2020 15:00,1.7490000 ,0.6660000 ,0.0000000 ,1.083,12.5,0.0000000 ,0.0000000 
16,28 05 2020 16:00,1.2240000 ,0.6030000 ,0.0000000 ,0.621,12.5,0.0000000 ,0.0000000 
17,28 05 2020 17:00,0.6300000 ,0.6450000 ,0.0150000 ,0,12.485,0.0150000 ,-0.0000000 
18,28 05 2020 18:00,0.2490000 ,0.7656000 ,0.5166000 ,0,11.9684,0.5166000 ,0.0000000 
19,28 05 2020 19:00,0.0690000 ,1.0560000 ,0.9870000 ,0,10.9814,0.9870000 ,0.0000000 
20,28 05 2020 20:00,0.0120000 ,1.2408000 ,1.2288000 ,0,9.7526,1.2288000 ,0.0000000 
21,28 05 2020 21:00,0.0060000 ,1.2060000 ,1.2000000 ,0,8.5526,1.2000000 ,0.0000000 
22,28 05 2020 22:00,0.0090000 ,0.9120000 ,0.9030000 ,0,7.6496,0.9030000 ,0.0000000 
23,28 05 2020 23:00,0.0000000 ,1.0590000 ,1.0590000 ,0,6.5906,1.0590000 ,0.0000000 
0,29 05 2020 00:00,0.0000000 ,0.3479652 ,0.3479652 ,0,6.2426348,0.3479652 ,0.0000000 
1,29 05 2020 01:00,0.0000000 ,0.2020798 ,0.2020798 ,0,6.040555,0.2020798 ,0.0000000 
2,29 05 2020 02:00,0.0000000 ,0.2559744 ,0.2559744 ,0,5.7845806,0.2559744 ,0.0000000 
3,29 05 2020 03:00,0.0000000 ,0.5340000 ,0.5340000 ,0,5.2505806,0.5340000 ,0.0000000 
4,29 05 2020 04:00,0.2520000 ,0.4290000 ,0.1770000 ,0,5.0735806,0.1770000 ,0.0000000 
5,29 05 2020 05:00,1.1190000 ,0.3060000 ,0.0000000 ,0.813,5.8865806,0.0000000 ,0.0000000 
6,29 05 2020 06:00,1.6710000 ,0.4110000 ,0.0000000 ,1.26,7.1465806,0.0000000 ,0.0000000 
7,29 05 2020 07:00,1.4940000 ,0.5190000 ,0.0000000 ,0.975,8.1215806,0.0000000 ,0.0000000 
8,29 05 2020 08:00,6.4530000 ,0.0510000 ,0.0000000 ,6.402,12.5,0.0000000 ,0.0000000 
9,29 05 2020 09:00,7.4070000 ,0.3990000 ,0.0000000 ,7.008,12.5,0.0000000 ,0.0000000 
10,29 05 2020 10:00,8.3340000 ,0.1860000 ,0.0000000 ,8.148,12.5,0.0000000 ,0.0000000 
11,29 05 2020 11:00,7.2630000 ,0.0840000 ,0.0000000 ,7.179,12.5,0.0000000 ,0.0000000 
12,29 05 2020 12:00,4.2420000 ,0.1020000 ,0.0000000 ,4.14,12.5,0.0000000 ,0.0000000 
13,29 05 2020 13:00,3.5730000 ,0.5580000 ,0.0000000 ,3.015,12.5,0.0000000 ,0.0000000 
14,29 05 2020 14:00,2.2770000 ,0.2160000 ,0.0000000 ,2.061,12.5,0.0000000 ,0.0000000 
15,29 05 2020 15:00,1.5060000 ,0.3780000 ,0.0000000 ,1.128,12.5,0.0000000 ,0.0000000 
16,29 05 2020 16:00,1.1340000 ,0.2790000 ,0.0000000 ,0.855,12.5,0.0000000 ,0.0000000 
17,29 05 2020 17:00,1.1550000 ,0.5940000 ,0.0000000 ,0.561,12.5,0.0000000 ,0.0000000 
18,29 05 2020 18:00,0.3030000 ,0.9306000 ,0.6276000 ,0,11.8724,0.6276000 ,0.0000000 
19,29 05 2020 19:00,0.0210000 ,0.7788000 ,0.7578000 ,0,11.1146,0.7578000 ,0.0000000 
20,29 05 2020 20:00,0.0240000 ,1.9998000 ,1.9758000 ,0,9.1388,1.9758000 ,0.0000000 
21,29 05 2020 21:00,0.0000000 ,0.7530000 ,0.7530000 ,0,8.3858,0.7530000 ,0.0000000 
22,29 05 2020 22:00,0.0090000 ,0.6030000 ,0.5940000 ,0,7.7918,0.5940000 ,0.0000000 
23,29 05 2020 23:00,0.0000000 ,0.6780000 ,0.6780000 ,0,7.1138,0.6780000 ,0.0000000 
0,30 05 2020 00:00,0.0000000 ,0.1799820 ,0.1799820 ,0,6.933818,0.1799820 ,0.0000000 
1,30 05 2020 01:00,0.0000000 ,0.4579542 ,0.4579542 ,0,6.4758638,0.4579542 ,0.0000000 
2,30 05 2020 02:00,0.0000000 ,0.1779822 ,0.1779822 ,0,6.2978816,0.1779822 ,0.0000000 
3,30 05 2020 03:00,0.0000000 ,0.3780000 ,0.3780000 ,0,5.9198816,0.3780000 ,0.0000000 
4,30 05 2020 04:00,0.4920000 ,0.3090000 ,0.0000000 ,0.183,6.1028816,0.0000000 ,0.0000000 
5,30 05 2020 05:00,1.3710000 ,0.6810000 ,0.0000000 ,0.69,6.7928816,0.0000000 ,0.0000000 
6,30 05 2020 06:00,1.4850000 ,0.3270000 ,0.0000000 ,1.158,7.9508816,0.0000000 ,0.0000000 
7,30 05 2020 07:00,0.9690000 ,0.3330000 ,0.0000000 ,0.636,8.5868816,0.0000000 ,0.0000000 
8,30 05 2020 08:00,2.8620000 ,0.5640000 ,0.0000000 ,2.298,10.8848816,0.0000000 ,0.0000000 
9,30 05 2020 09:00,3.0960000 ,0.8130000 ,0.0000000 ,2.283,12.5,0.0000000 ,0.0000000 
10,30 05 2020 10:00,2.5020000 ,0.5940000 ,0.0000000 ,1.908,12.5,0.0000000 ,0.0000000 
11,30 05 2020 11:00,3.9900000 ,0.5280000 ,0.0000000 ,3.462,12.5,0.0000000 ,0.0000000 
12,30 05 2020 12:00,3.5280000 ,0.6480000 ,0.0000000 ,2.88,12.5,0.0000000 ,0.0000000 
13,30 05 2020 13:00,1.2900000 ,0.6810000 ,0.0000000 ,0.609,12.5,0.0000000 ,0.0000000 
14,30 05 2020 14:00,2.2530000 ,0.2490000 ,0.0000000 ,2.004,12.5,0.0000000 ,0.0000000 
15,30 05 2020 15:00,2.2950000 ,0.3330000 ,0.0000000 ,1.962,12.5,0.0000000 ,0.0000000 
16,30 05 2020 16:00,1.5780000 ,0.5430000 ,0.0000000 ,1.035,12.5,0.0000000 ,0.0000000 
17,30 05 2020 17:00,1.1850000 ,0.4800000 ,0.0000000 ,0.705,12.5,0.0000000 ,0.0000000 
18,30 05 2020 18:00,0.3210000 ,2.9436000 ,2.6226000 ,0,9.8774,2.6226000 ,0.0000000 
19,30 05 2020 19:00,0.1080000 ,1.0692000 ,0.9612000 ,0,8.9162,0.9612000 ,0.0000000 
20,30 05 2020 20:00,0.0180000 ,1.8282000 ,1.8102000 ,0,7.106,1.8102000 ,0.0000000 
21,30 05 2020 21:00,0.0000000 ,1.6530000 ,1.6530000 ,0,5.453,1.6530000 ,0.0000000 
22,30 05 2020 22:00,0.0000000 ,1.3950000 ,1.3950000 ,0,4.058,1.3950000 ,0.0000000 
23,30 05 2020 23:00,0.0000000 ,0.8139186 ,0.8139186 ,0,3.2440814,0.8139186 ,0.0000000 
0,31 05 2020 00:00,0.0000000 ,0.1399860 ,0.1399860 ,0,3.1040954,0.1399860 ,0.0000000 
1,31 05 2020 01:00,0.0000000 ,0.3979602 ,0.3979602 ,0,2.7061352,0.3979602 ,0.0000000 
2,31 05 2020 02:00,0.0000000 ,0.3019698 ,0.3019698 ,0,2.4041654,0.3019698 ,0.0000000 
3,31 05 2020 03:00,0.0000000 ,0.1800000 ,0.1800000 ,0,2.2241654,0.1800000 ,0.0000000 
4,31 05 2020 04:00,0.4470000 ,0.3420000 ,0.0000000 ,0.105,2.3291654,0.0000000 ,0.0000000 
5,31 05 2020 05:00,1.1430000 ,0.2160000 ,0.0000000 ,0.927,3.2561654,0.0000000 ,0.0000000 
6,31 05 2020 06:00,2.2080000 ,0.2520000 ,0.0000000 ,1.956,5.2121654,0.0000000 ,0.0000000 
7,31 05 2020 07:00,2.5050000 ,0.3870000 ,0.0000000 ,2.118,7.3301654,0.0000000 ,0.0000000 
8,31 05 2020 08:00,5.4360000 ,0.0030000 ,0.0000000 ,5.433,12.5,0.0000000 ,0.0000000 
9,31 05 2020 09:00,6.0270000 ,0.0480000 ,0.0000000 ,5.979,12.5,0.0000000 ,0.0000000 
10,31 05 2020 10:00,3.0120000 ,0.0960000 ,0.0000000 ,2.916,12.5,0.0000000 ,0.0000000 
11,31 05 2020 11:00,2.8440000 ,0.5070000 ,0.0000000 ,2.337,12.5,0.0000000 ,0.0000000 
12,31 05 2020 12:00,2.1600000 ,0.5160000 ,0.0000000 ,1.644,12.5,0.0000000 ,0.0000000 
13,31 05 2020 13:00,2.3790000 ,0.1230000 ,0.0000000 ,2.256,12.5,0.0000000 ,0.0000000 
14,31 05 2020 14:00,5.1090000 ,0.0720000 ,0.0000000 ,5.037,12.5,0.0000000 ,0.0000000 
15,31 05 2020 15:00,2.6700000 ,0.4050000 ,0.0000000 ,2.265,12.5,0.0000000 ,0.0000000 
16,31 05 2020 16:00,1.8720000 ,0.4380000 ,0.0000000 ,1.434,12.5,0.0000000 ,0.0000000 
17,31 05 2020 17:00,0.5970000 ,0.3720000 ,0.0000000 ,0.225,12.5,0.0000000 ,0.0000000 
18,31 05 2020 18:00,0.2730000 ,0.5280000 ,0.2550000 ,0,12.245,0.2550000 ,-0.0000000 
19,31 05 2020 19:00,0.0450000 ,0.7392000 ,0.6942000 ,0,11.5508,0.6942000 ,0.0000000 
20,31 05 2020 20:00,0.0060000 ,4.0194000 ,4.0134000 ,0,7.5374,4.0134000 ,0.0000000 
21,31 05 2020 21:00,0.0150000 ,1.0920000 ,1.0770000 ,0,6.4604,1.0770000 ,0.0000000 
22,31 05 2020 22:00,0.0000000 ,1.0740000 ,1.0740000 ,0,5.3864,1.0740000 ,0.0000000 
23,31 05 2020 23:00,0.0000000 ,0.1799820 ,0.1799820 ,0,5.206418,0.1799820 ,0.0000000 
0,1 06 2020 00:00,0.0000000 ,0.2879712 ,0.2879712 ,0,4.9184468,0.2879712 ,0.0000000 
1,1 06 2020 01:00,0.0000000 ,0.3510000 ,0.3510000 ,0,4.5674468,0.3510000 ,0.0000000 
2,1 06 2020 02:00,0.0000000 ,0.1439856 ,0.1439856 ,0,4.4234612,0.1439856 ,0.0000000 
3,1 06 2020 03:00,0.0000000 ,0.2880000 ,0.2880000 ,0,4.1354612,0.2880000 ,0.0000000 
4,1 06 2020 04:00,0.3840000 ,0.2340000 ,0.0000000 ,0.15,4.2854612,0.0000000 ,0.0000000 
5,1 06 2020 05:00,1.6920000 ,0.4620000 ,0.0000000 ,1.23,5.5154612,0.0000000 ,0.0000000 
6,1 06 2020 06:00,1.7220000 ,0.3450000 ,0.0000000 ,1.377,6.8924612,0.0000000 ,0.0000000 
7,1 06 2020 07:00,6.0810000 ,0.0000000 ,0.0000000 ,6.081,12.5,0.0000000 ,0.0000000 
8,1 06 2020 08:00,7.1160000 ,0.2250000 ,0.0000000 ,6.891,12.5,0.0000000 ,0.0000000 
9,1 06 2020 09:00,7.8660000 ,0.3270000 ,0.0000000 ,7.539,12.5,0.0000000 ,0.0000000 
10,1 06 2020 10:00,8.5800000 ,0.1650000 ,0.0000000 ,8.415,12.5,0.0000000 ,0.0000000 
11,1 06 2020 11:00,8.7570000 ,0.0690000 ,0.0000000 ,8.688,12.5,0.0000000 ,0.0000000 
12,1 06 2020 12:00,7.9710000 ,0.0000000 ,0.0000000 ,7.971,12.5,0.0000000 ,0.0000000 
13,1 06 2020 13:00,6.8550000 ,0.0660000 ,0.0000000 ,6.789,12.5,0.0000000 ,0.0000000 
14,1 06 2020 14:00,5.1660000 ,0.5370000 ,0.0000000 ,4.629,12.5,0.0000000 ,0.0000000 
15,1 06 2020 15:00,2.0310000 ,0.3420000 ,0.0000000 ,1.689,12.5,0.0000000 ,0.0000000 
16,1 06 2020 16:00,1.0350000 ,0.4140000 ,0.0000000 ,0.621,12.5,0.0000000 ,0.0000000 
17,1 06 2020 17:00,0.4620000 ,0.3330000 ,0.0000000 ,0.129,12.5,0.0000000 ,0.0000000 
18,1 06 2020 18:00,0.2220000 ,12.3618000 ,12.1398000 ,0,0.3602,12.1398000 ,0.0000000 
19,1 06 2020 19:00,0.0810000 ,1.2936000 ,1.2126000 ,0,0,0.3602000 ,0.8524000 
20,1 06 2020 20:00,0.0090000 ,0.5148000 ,0.5058000 ,0,0,0.0000000 ,0.5058000 
21,1 06 2020 21:00,0.0090000 ,0.8370000 ,0.8280000 ,0,0,0.0000000 ,0.8280000 
22,1 06 2020 22:00,0.0180000 ,0.5670000 ,0.5490000 ,0,0,0.0000000 ,0.5490000 
